REKENING LAMA,REKENING BARU,NAMA REKENING BELANJA DAERAH,KODE KOMPONEN,TA,B1,B2,JENIS,FORMULIR
5.1.01.02.06.0045,5.1.01.02.006.00045,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Penjualan Produksi Usaha Daerah ,8.1.01.03.02.0024,2026,,,SBU,5.1.01.02.006.00045 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Penjualan Produksi Usaha Daerah 
5.1.01.02.06.0046,5.1.01.02.006.00046,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Izin Tempat Penjualan Minuman Beralkohol ,8.1.01.03.02.0026,2026,,,SBU,5.1.01.02.006.00046 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Izin Tempat Penjualan Minuman Beralkohol 
5.1.01.02.06.0047,5.1.01.02.006.00047,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Izin Trayek untuk Menyediakan Pelayanan Angkutan Umum ,8.1.01.03.02.0027,2026,,,SBU,5.1.01.02.006.00047 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Izin Trayek untuk Menyediakan Pelayanan Angkutan Umum 
5.1.01.02.06.0048,5.1.01.02.006.00048,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Izin Usaha Perikanan ,8.1.01.03.02.0028,2026,,,SBU,5.1.01.02.006.00048 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Izin Usaha Perikanan 
5.1.01.02.06.0049,5.1.01.02.006.00049,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Pengendalian Lalu Lintas ,8.1.01.03.02.0029,2026,,,SBU,5.1.01.02.006.00049 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Pengendalian Lalu Lintas 
5.1.01.02.06.0050,5.1.01.02.006.00050,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Persetujuan Bangunan Gedung,8.1.01.03.02.0030,2026,,,SBU,5.1.01.02.006.00050 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Persetujuan Bangunan Gedung
5.1.01.02.06.0051,5.1.01.02.006.00051,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Penggunaan Tenaga Kerja Asing (TKA),8.1.01.03.02.0032,2026,,,SBU,5.1.01.02.006.00051 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Penggunaan Tenaga Kerja Asing (TKA)
5.1.01.02.06.0052,5.1.01.02.006.00052,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Pertambangan Rakyat,8.1.01.03.02.0033,2026,,,SBU,5.1.01.02.006.00052 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Perizinan Tertentu-Pertambangan Rakyat
5.1.01.02.06.0053,5.1.01.02.006.00053,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Umum-Retribusi Pelayanan Kebersihan,no code,2026,,,SBU,5.1.01.02.006.00053 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Umum-Retribusi Pelayanan Kebersihan
5.1.01.02.06.0054,5.1.01.02.006.00054,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Umum-Retribusi Pengendalian Lalu Lintas,no code,2026,,,SBU,5.1.01.02.006.00054 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Umum-Retribusi Pengendalian Lalu Lintas
5.1.01.02.06.0055,5.1.01.02.006.00055,"Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Penyediaan Tempat Kegiatan Usaha berupa Pasar, Grosir, Pertokoan, dan Tempat Kegiatan Usaha Lainnya",no code,2026,,,SBU,"5.1.01.02.006.00055 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Penyediaan Tempat Kegiatan Usaha berupa Pasar, Grosir, Pertokoan, dan Tempat Kegiatan Usaha Lainnya"
5.1.01.02.06.0056,5.1.01.02.006.00056,"Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Penyediaan Tempat Pelelangan Ikan, Ternak, Hasil Bumi, dan Hasil Hutan Termasuk Fasilitas Lainnya dalam Lingkungan Tempat Pelelangan",no code,2026,,,SBU,"5.1.01.02.006.00056 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Penyediaan Tempat Pelelangan Ikan, Ternak, Hasil Bumi, dan Hasil Hutan Termasuk Fasilitas Lainnya dalam Lingkungan Tempat Pelelangan"
5.1.01.02.06.0057,5.1.01.02.006.00057,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Penyediaan Tempat Khusus Parkir Diluar Badan Jalan,no code,2026,,,SBU,5.1.01.02.006.00057 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Penyediaan Tempat Khusus Parkir Diluar Badan Jalan
5.1.01.02.06.0058,5.1.01.02.006.00058,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pelayanan Rumah Pemotongan Hewan Ternak,no code,2026,,,SBU,5.1.01.02.006.00058 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pelayanan Rumah Pemotongan Hewan Ternak
5.1.01.02.06.0059,5.1.01.02.006.00059,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pelayanan Jasa Kepelabuhanan,no code,2026,,,SBU,5.1.01.02.006.00059 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pelayanan Jasa Kepelabuhanan
5.1.01.02.06.0060,5.1.01.02.006.00060,"Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pelayanan Tempat Rekreasi, Pariwisata, dan Olahraga",no code,2026,,,SBU,"5.1.01.02.006.00060 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pelayanan Tempat Rekreasi, Pariwisata, dan Olahraga"
5.1.01.02.06.0061,5.1.01.02.006.00061,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pelayanan Penyeberangan Orang atau Barang dengan Menggunakan Kendaraan di Air,no code,2026,,,SBU,5.1.01.02.006.00061 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pelayanan Penyeberangan Orang atau Barang dengan Menggunakan Kendaraan di Air
5.1.01.02.06.0062,5.1.01.02.006.00062,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Penjualan Hasil Produksi Usaha Pemerintah Daerah,no code,2026,,,SBU,5.1.01.02.006.00062 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Penjualan Hasil Produksi Usaha Pemerintah Daerah
5.1.01.02.06.0063,5.1.01.02.006.00063,Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pemanfaatan Aset Daerah ,no code,2026,,,SBU,5.1.01.02.006.00063 - Belanja Insentif bagi ASN atas Pemungutan Retribusi Daerah-Retribusi Jasa Usaha-Retribusi Pemanfaatan Aset Daerah 
5.1.01.02.06.0064,5.1.01.02.006.00064,Belanja Tunjangan Profesi Guru (TPG) PNSD,8.1.01.03.03.0001,2026,,,SBU,5.1.01.02.006.00064 - Belanja Tunjangan Profesi Guru (TPG) PNSD
5.1.01.02.06.0065,5.1.01.02.006.00065,Belanja Tunjangan Khusus Guru (TKG) PNSD,8.1.01.03.04.0001,2026,,,SBU,5.1.01.02.006.00065 - Belanja Tunjangan Khusus Guru (TKG) PNSD
5.1.01.02.06.0066,5.1.01.02.006.00066,Belanja Tambahan Penghasilan (Tamsil) Guru PNSD,8.1.01.03.05.0001,2026,,,SBU,5.1.01.02.006.00066 - Belanja Tambahan Penghasilan (Tamsil) Guru PNSD
5.1.01.02.06.0068,5.1.01.02.006.00068,Belanja Jasa Pengelolaan BMD yang Menghasilkan Pendapatan,8.1.02.02.01.0002,2026,#REF!,,SBU,5.1.01.02.006.00068 - Belanja Jasa Pengelolaan BMD yang Menghasilkan Pendapatan
5.1.01.02.06.0069,5.1.01.02.006.00069,Belanja Jasa Pengelolaan BMD yang Tidak Menghasilkan Pendapatan,8.1.02.02.01.0001,2026,,,SBU,5.1.01.02.006.00069 - Belanja Jasa Pengelolaan BMD yang Tidak Menghasilkan Pendapatan
5.1.01.02.06.0070,5.1.01.02.006.00070,Belanja Tunjangan Profesi Guru (TPG) PPPK,8.1.01.03.09.0001,2026,,,SBU,5.1.01.02.006.00070 - Belanja Tunjangan Profesi Guru (TPG) PPPK
5.1.01.02.06.0071,5.1.01.02.006.00071,Belanja Tunjangan Khusus Guru (TKG) PPPK,8.1.01.03.10.0001,2026,,,SBU,5.1.01.02.006.00071 - Belanja Tunjangan Khusus Guru (TKG) PPPK
5.1.01.02.06.0072,5.1.01.02.006.00072,Belanja Tambahan Penghasilan (Tamsil) Guru PPPK,8.1.01.03.11.0001,2026,,,SBU,5.1.01.02.006.00072 - Belanja Tambahan Penghasilan (Tamsil) Guru PPPK
5.1.01.02.06.0073,5.1.01.02.006.00073,Belanja Tunjangan Khusus bagi Penyelenggara Pelayanan Terpadu Satu Pintu (PTSP) Daerah,8.1.01.03.12.0001,2026,,,SBU,5.1.01.02.006.00073 - Belanja Tunjangan Khusus bagi Penyelenggara Pelayanan Terpadu Satu Pintu (PTSP) Daerah
0,5.1.01.04,Belanja Gaji dan Tunjangan DPRD,,2026,,,,5.1.01.04 - Belanja Gaji dan Tunjangan DPRD
5.1.01.04.01,5.1.01.04.001,Belanja Uang Representasi DPRD,,2026,,,,5.1.01.04.001 - Belanja Uang Representasi DPRD
5.1.01.04.01.0001,5.1.01.04.001.00001,Belanja Uang Representasi DPRD,8.1.01.04.01.0001,2026,,,SBU,5.1.01.04.001.00001 - Belanja Uang Representasi DPRD
5.1.01.04.02,5.1.01.04.002,Belanja Tunjangan Keluarga DPRD,,2026,,,,5.1.01.04.002 - Belanja Tunjangan Keluarga DPRD
5.1.01.04.02.0001,5.1.01.04.002.00001,Belanja Tunjangan Keluarga DPRD,8.1.01.04.02.0001,2026,,,SBU,5.1.01.04.002.00001 - Belanja Tunjangan Keluarga DPRD
5.1.01.04.03,5.1.01.04.003,Belanja Tunjangan Beras DPRD,,2026,,,,5.1.01.04.003 - Belanja Tunjangan Beras DPRD
5.1.01.04.03.0001,5.1.01.04.003.00001,Belanja Tunjangan Beras DPRD,8.1.01.04.03.0001,2026,,,SBU,5.1.01.04.003.00001 - Belanja Tunjangan Beras DPRD
5.1.01.04.04,5.1.01.04.004,Belanja Uang Paket DPRD,,2026,,,,5.1.01.04.004 - Belanja Uang Paket DPRD
5.1.01.04.04.0001,5.1.01.04.004.00001,Belanja Uang Paket DPRD,8.1.01.04.04.0001,2026,,,SBU,5.1.01.04.004.00001 - Belanja Uang Paket DPRD
5.1.01.04.05,5.1.01.04.005,Belanja Tunjangan Jabatan DPRD,,2026,,,,5.1.01.04.005 - Belanja Tunjangan Jabatan DPRD
5.1.01.04.05.0001,5.1.01.04.005.00001,Belanja Tunjangan Jabatan DPRD,8.1.01.04.05.0001,2026,,,SBU,5.1.01.04.005.00001 - Belanja Tunjangan Jabatan DPRD
5.1.01.04.06,5.1.01.04.006,Belanja Tunjangan Alat Kelengkapan DPRD,,2026,,,,5.1.01.04.006 - Belanja Tunjangan Alat Kelengkapan DPRD
5.1.01.04.06.0001,5.1.01.04.006.00001,Belanja Tunjangan Alat Kelengkapan DPRD,8.1.01.04.06.0001,2026,,,SBU,5.1.01.04.006.00001 - Belanja Tunjangan Alat Kelengkapan DPRD
5.1.01.04.07,5.1.01.04.007,Belanja Tunjangan Alat Kelengkapan Lainnya DPRD,,2026,,,,5.1.01.04.007 - Belanja Tunjangan Alat Kelengkapan Lainnya DPRD
5.1.01.04.07.0001,5.1.01.04.007.00001,Belanja Tunjangan Alat Kelengkapan Lainnya DPRD,8.1.01.04.07.0001,2026,,,SBU,5.1.01.04.007.00001 - Belanja Tunjangan Alat Kelengkapan Lainnya DPRD
5.1.01.04.08,5.1.01.04.008,Belanja Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD,,2026,,,,5.1.01.04.008 - Belanja Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD
5.1.01.04.08.0001,5.1.01.04.008.00001,Belanja Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD,8.1.01.04.08.0001,2026,,,SBU,5.1.01.04.008.00001 - Belanja Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD
5.1.01.04.09,5.1.01.04.009,Belanja Tunjangan Reses DPRD,,2026,,,,5.1.01.04.009 - Belanja Tunjangan Reses DPRD
5.1.01.04.09.0001,5.1.01.04.009.00001,Belanja Tunjangan Reses DPRD,8.1.01.04.09.0001,2026,,,SBU,5.1.01.04.009.00001 - Belanja Tunjangan Reses DPRD
5.1.01.04.10,5.1.01.04.010,Belanja Pembebanan PPh kepada Pimpinan dan Anggota DPRD,,2026,,,,5.1.01.04.010 - Belanja Pembebanan PPh kepada Pimpinan dan Anggota DPRD
5.1.01.04.10.0001,5.1.01.04.010.00001,Belanja Pembebanan PPh kepada Pimpinan dan Anggota DPRD,8.1.01.04.10.0001,2026,,,SBU,5.1.01.04.010.00001 - Belanja Pembebanan PPh kepada Pimpinan dan Anggota DPRD
5.1.01.04.11,5.1.01.04.011,Belanja Pembulatan Gaji DPRD,,2026,,,,5.1.01.04.011 - Belanja Pembulatan Gaji DPRD
5.1.01.04.11.0001,5.1.01.04.011.00001,Belanja Pembulatan Gaji DPRD,8.1.01.04.11.0001,2026,,,SBU,5.1.01.04.011.00001 - Belanja Pembulatan Gaji DPRD
5.1.01.04.12,5.1.01.04.012,Belanja Tunjangan Kesejahteraan Pimpinan dan Anggota DPRD,,2026,,,,5.1.01.04.012 - Belanja Tunjangan Kesejahteraan Pimpinan dan Anggota DPRD
5.1.01.04.12.0001,5.1.01.04.012.00001,Belanja Iuran Jaminan Kesehatan bagi DPRD,8.1.01.04.12.0001,2026,,,SBU,5.1.01.04.012.00001 - Belanja Iuran Jaminan Kesehatan bagi DPRD
5.1.01.04.12.0002,5.1.01.04.012.00002,Belanja Jaminan Kecelakaan Kerja DPRD,8.1.01.04.12.0002,2026,,,SBU,5.1.01.04.012.00002 - Belanja Jaminan Kecelakaan Kerja DPRD
5.1.01.04.12.0003,5.1.01.04.012.00003,Belanja Jaminan Kematian DPRD,8.1.01.04.12.0003,2026,,,SBU,5.1.01.04.012.00003 - Belanja Jaminan Kematian DPRD
5.1.01.04.12.0004,5.1.01.04.012.00004,Belanja Tunjangan Perumahan DPRD,8.1.01.04.12.0004,2026,,,SBU,5.1.01.04.012.00004 - Belanja Tunjangan Perumahan DPRD
5.1.01.04.13,5.1.01.04.013,Belanja Tunjangan Transportasi DPRD,,2026,,,,5.1.01.04.013 - Belanja Tunjangan Transportasi DPRD
5.1.01.04.13.0001,5.1.01.04.013.00001,Belanja Tunjangan Transportasi DPRD,8.1.01.04.13.0001,2026,,,SBU,5.1.01.04.013.00001 - Belanja Tunjangan Transportasi DPRD
5.1.01.04.14,5.1.01.04.014,Belanja Uang Jasa Pengabdian DPRD,,2026,,,,5.1.01.04.014 - Belanja Uang Jasa Pengabdian DPRD
5.1.01.04.14.0001,5.1.01.04.014.00001,Belanja Uang Jasa Pengabdian DPRD,8.1.01.04.14.0001,2026,,,SBU,5.1.01.04.014.00001 - Belanja Uang Jasa Pengabdian DPRD
0,5.1.01.05,Belanja Gaji dan Tunjangan KDH/WKDH,,2026,,,,5.1.01.05 - Belanja Gaji dan Tunjangan KDH/WKDH
5.1.01.05.01,5.1.01.05.001,Belanja Gaji Pokok KDH/WKDH,,2026,,,,5.1.01.05.001 - Belanja Gaji Pokok KDH/WKDH
5.1.01.05.01.0001,5.1.01.05.001.00001,Belanja Gaji Pokok KDH/WKDH,8.1.01.05.01.0001,2026,,,SBU,5.1.01.05.001.00001 - Belanja Gaji Pokok KDH/WKDH
5.1.01.05.02,5.1.01.05.002,Belanja Tunjangan Keluarga KDH/WKDH,,2026,,,,5.1.01.05.002 - Belanja Tunjangan Keluarga KDH/WKDH
5.1.01.05.02.0001,5.1.01.05.002.00001,Belanja Tunjangan Keluarga KDH/WKDH,8.1.01.05.02.0001,2026,,,SBU,5.1.01.05.002.00001 - Belanja Tunjangan Keluarga KDH/WKDH
5.1.01.05.03,5.1.01.05.003,Belanja Tunjangan Jabatan KDH/WKDH,,2026,,,,5.1.01.05.003 - Belanja Tunjangan Jabatan KDH/WKDH
5.1.01.05.03.0001,5.1.01.05.003.00001,Belanja Tunjangan Jabatan KDH/WKDH,8.1.01.05.03.0001,2026,,,SBU,5.1.01.05.003.00001 - Belanja Tunjangan Jabatan KDH/WKDH
5.1.01.05.04,5.1.01.05.004,Belanja Tunjangan Beras KDH/WKDH,,2026,,,,5.1.01.05.004 - Belanja Tunjangan Beras KDH/WKDH
5.1.01.05.04.0001,5.1.01.05.004.00001,Belanja Tunjangan Beras KDH/WKDH,8.1.01.05.04.0001,2026,,,SBU,5.1.01.05.004.00001 - Belanja Tunjangan Beras KDH/WKDH
5.1.01.05.05,5.1.01.05.005,Belanja Tunjangan PPh/Tunjangan Khusus KDH/WKDH,,2026,,,,5.1.01.05.005 - Belanja Tunjangan PPh/Tunjangan Khusus KDH/WKDH
5.1.01.05.05.0001,5.1.01.05.005.00001,Belanja Tunjangan PPh/Tunjangan Khusus KDH/WKDH,8.1.01.05.05.0001,2026,,,SBU,5.1.01.05.005.00001 - Belanja Tunjangan PPh/Tunjangan Khusus KDH/WKDH
5.1.01.05.06,5.1.01.05.006,Belanja Pembulatan Gaji KDH/WKDH,,2026,,,,5.1.01.05.006 - Belanja Pembulatan Gaji KDH/WKDH
5.1.01.05.06.0001,5.1.01.05.006.00001,Belanja Pembulatan Gaji KDH/WKDH,8.1.01.05.06.0001,2026,,,SBU,5.1.01.05.006.00001 - Belanja Pembulatan Gaji KDH/WKDH
5.1.01.05.07,5.1.01.05.007,Belanja Iuran Jaminan Kesehatan bagi KDH/WKDH,,2026,,,,5.1.01.05.007 - Belanja Iuran Jaminan Kesehatan bagi KDH/WKDH
5.1.01.05.07.0001,5.1.01.05.007.00001,Belanja Iuran Jaminan Kesehatan bagi KDH/WKDH,8.1.01.05.07.0001,2026,,,SBU,5.1.01.05.007.00001 - Belanja Iuran Jaminan Kesehatan bagi KDH/WKDH
5.1.01.05.08,5.1.01.05.008,Belanja Iuran Jaminan Kecelakaan Kerja KDH/WKDH,,2026,,,,5.1.01.05.008 - Belanja Iuran Jaminan Kecelakaan Kerja KDH/WKDH
5.1.01.05.08.0001,5.1.01.05.008.00001,Belanja Iuran Jaminan Kecelakaan Kerja KDH/WKDH,8.1.01.05.08.0001,2026,,,SBU,5.1.01.05.008.00001 - Belanja Iuran Jaminan Kecelakaan Kerja KDH/WKDH
5.1.01.05.09,5.1.01.05.009,Belanja Iuran Jaminan Kematian KDH/WKDH,,2026,,,,5.1.01.05.009 - Belanja Iuran Jaminan Kematian KDH/WKDH
5.1.01.05.09.0001,5.1.01.05.009.00001,Belanja Iuran Jaminan Kematian KDH/WKDH,8.1.01.05.09.0001,2026,,,SBU,5.1.01.05.009.00001 - Belanja Iuran Jaminan Kematian KDH/WKDH
5.1.01.05.10,5.1.01.05.010,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Daerah,,2026,,,,5.1.01.05.010 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Daerah
5.1.01.05.10.0001,5.1.01.05.010.00001,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Kendaraan Bermotor bagi KDH/WKDH,8.1.01.05.10.0001,2026,,,SBU,5.1.01.05.010.00001 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Kendaraan Bermotor bagi KDH/WKDH
5.1.01.05.10.0002,5.1.01.05.010.00002,Belanja Insentif Pemungutan bagi KDH/WKDH atas Bea Balik Nama Kendaraan Bermotor,8.1.01.05.10.0002,2026,,,SBU,5.1.01.05.010.00002 - Belanja Insentif Pemungutan bagi KDH/WKDH atas Bea Balik Nama Kendaraan Bermotor
5.1.01.05.10.0003,5.1.01.05.010.00003,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Bahan Bakar Kendaraan Bermotor,8.1.01.05.10.0003,2026,,,SBU,5.1.01.05.010.00003 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Bahan Bakar Kendaraan Bermotor
5.1.01.05.10.0004,5.1.01.05.010.00004,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Air Permukaan,8.1.01.05.10.0004,2026,,,SBU,5.1.01.05.010.00004 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Air Permukaan
5.1.01.05.10.0005,5.1.01.05.010.00005,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Rokok,8.1.01.05.10.0005,2026,,,SBU,5.1.01.05.010.00005 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Rokok
5.1.01.05.10.0006,5.1.01.05.010.00006,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Hotel,8.1.01.05.10.0006,2026,,,SBU,5.1.01.05.010.00006 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Hotel
5.1.01.05.10.0007,5.1.01.05.010.00007,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Restoran,8.1.01.05.10.0007,2026,,,SBU,5.1.01.05.010.00007 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Restoran
5.1.01.05.10.0008,5.1.01.05.010.00008,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Hiburan,8.1.01.05.10.0008,2026,,,SBU,5.1.01.05.010.00008 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Hiburan
5.1.01.05.10.0009,5.1.01.05.010.00009,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Reklame,8.1.01.05.10.0009,2026,,,SBU,5.1.01.05.010.00009 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Reklame
5.1.01.05.10.0010,5.1.01.05.010.00010,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Penerangan Jalan,8.1.01.05.10.0010,2026,,,SBU,5.1.01.05.010.00010 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Penerangan Jalan
5.1.01.05.10.0011,5.1.01.05.010.00011,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Parkir,8.1.01.05.10.0011,2026,,,SBU,5.1.01.05.010.00011 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Parkir
5.1.01.05.10.0012,5.1.01.05.010.00012,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Air Tanah,8.1.01.05.10.0012,2026,,,SBU,5.1.01.05.010.00012 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Air Tanah
5.1.01.05.10.0013,5.1.01.05.010.00013,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Sarang Burung Walet,8.1.01.05.10.0013,2026,,,SBU,5.1.01.05.010.00013 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Sarang Burung Walet
5.1.01.05.10.0014,5.1.01.05.010.00014,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Mineral Bukan Logam dan Batuan,8.1.01.05.10.0014,2026,,,SBU,5.1.01.05.010.00014 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Mineral Bukan Logam dan Batuan
5.1.01.05.10.0015,5.1.01.05.010.00015,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Bumi dan Bangunan Perdesaan dan Perkotaan,8.1.01.05.10.0015,2026,,,SBU,5.1.01.05.010.00015 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Bumi dan Bangunan Perdesaan dan Perkotaan
5.1.01.05.10.0016,5.1.01.05.010.00016,Belanja Insentif bagi KDH/WKDH atas Pemungutan Bea Perolehan Hak atas Tanah dan Bangunan,8.1.01.05.10.0016,2026,,,SBU,5.1.01.05.010.00016 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Bea Perolehan Hak atas Tanah dan Bangunan
5.1.01.05.10.0017,5.1.01.05.010.00017,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Alat Berat,no code,2026,,,SBU,5.1.01.05.010.00017 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Alat Berat
5.1.01.05.10.0018,5.1.01.05.010.00018,Belanja Insentif bagi KDH/WKDH atas Pemungutan Opsen Pajak Mineral Bukan Logam dan Batuan (MBLB),no code,2026,,,SBU,5.1.01.05.010.00018 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Opsen Pajak Mineral Bukan Logam dan Batuan (MBLB)
5.1.01.05.10.0019,5.1.01.05.010.00019,Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Barang dan Jasa Tertentu (PBJT),no code,2026,,,SBU,5.1.01.05.010.00019 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Pajak Barang dan Jasa Tertentu (PBJT)
5.1.01.05.10.0020,5.1.01.05.010.00020,Belanja Insentif bagi KDH/WKDH atas Pemungutan Opsen Pajak Kendaraan Bermotor (PKB),no code,2026,,,SBU,5.1.01.05.010.00020 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Opsen Pajak Kendaraan Bermotor (PKB)
5.1.01.05.10.0021,5.1.01.05.010.00021,Belanja Insentif bagi KDH/WKDH atas Pemungutan Opsen Bea Balik Nama Kendaraan Bermotor (BBNKB),no code,2026,,,SBU,5.1.01.05.010.00021 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Opsen Bea Balik Nama Kendaraan Bermotor (BBNKB)
5.1.01.05.11,5.1.01.05.011,Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Daerah bagi KDH/WKDH,,2026,,,,5.1.01.05.011 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Daerah bagi KDH/WKDH
5.1.01.05.11.0001,5.1.01.05.011.00001,Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Kesehatan,8.1.01.05.11.0001,2026,,,SBU,5.1.01.05.011.00001 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Kesehatan
5.1.01.05.11.0002,5.1.01.05.011.00002,Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Persampahan/Kebersihan,8.1.01.05.11.0002,2026,,,SBU,5.1.01.05.011.00002 - Belanja Insentif bagi KDH/WKDH atas Pemungutan Retribusi Jasa Umum-Pelayanan Persampahan/Kebersihan
